question,answer1,answer2,answer3,answer4,answer5,solution
"공개된 식당 앞에서 노조활동을 하지 않는 직원 C를 두 명의 동료가 여러 명이 함께 있는 상황에서 둘러싸 설득하다가, 팔로 몸을 움켜쥔다며 말렸으나 C가 저항해 뒤로 넘어졌고, 그 과정에서 넘어지면서 머리를 다쳤다. 현장에는 제3자가 있었으나 상황을 명확히 보지 못했으며, 사고 후 진술들이 시간에 따라 일부 세부 내용이 바뀌었다. 이때 두 동료들이 공동상해죄로 처벌되기 위해 사실인정에서 주요하게 고려해야 할 기준에 대한 법적으로 옳은 판단은 무엇인가?","피해자의 진술이 일부 세부적으로 불일치하거나 시간이 지나 달라져도, 경험칙과 상황을 고려해 실질적 신빙성이 인정된다면 증거로 삼을 수 있다.","피해자와 제3자의 진술에 세부 변화가 있다면, 법원은 피해자 진술 전체를 배척하여야 한다.",목격자가 현장에 있었다면 그 진술만 신뢰하고 피해자 진술은 배척해야 한다.,피해자 진술의 변화가 있었으므로 사실관계는 피고인 진술만을 근거로 판단해야 한다.,"진술이 상충할 경우, 유죄는 어떠한 경우에도 객관적 직접증거에만 의존하여야 한다.",A
"X법인은 대도시 내 지점 설치를 위해 건물을 신축하고, 그 중 일부를 소매점으로 사용할 목적으로 별도로 설계하였다. 소매점 부분을 당분간 공실로 남겨둔 채 나머지 부분은 지점 업무에 사용하고자 취득세 및 등록세 면제를 신청하였다. 구 지방세법상 소매점 부분의 등기에 대해 중과세 면제가 인정되는지 판단하시오.",소매점 부분의 등기는 지점의 업무와 직접 관련이 없으므로 중과세 면제가 적용되지 않는다.,소매점 부분도 동일 건물 내에 있으므로 전체 건물 등기에 대해 모두 중과세 면제가 인정된다.,소매점이 임대되지 않고 공실 상태라면 면제 여부는 관계없으므로 전부 면제가 적용된다.,소매점 부분의 등기는 추후 업무용 전환 가능성이 있으므로 일단 중과세 면제가 적용된다.,"건물 일부가 지점 업무에 사용되는 경우, 사용비율에 따라 소매점에도 일부 면제가 인정된다.",A
"갑은 땅과 이웃한 을 소유 지번의 경계가 모호해 분쟁이 있자, 갑이 토지 점용허가를 받아 점유만 하고 있던 병의 명의로 토지경계확정 소송을 제기하였다. 병이 을에게 직접 처분할 수 있는 권한은 없다. 이 소송의 적법 여부는?",병은 경계확정 소송의 당사자가 될 수 없어 소는 부적법하다.,병도 점유사실이 있으므로 경계확정 소송의 당사자가 될 수 있다.,경계불분명만 입증되면 누구나 당사자적격을 가진다.,점유자라도 사실상 관리권이 있으면 소제기 적격이 인정된다.,경계확정의 소는 이해관계가 있기만 하면 누구나 제기할 수 있다.,A
"수입재화를 공급받은 사업자 X는 거래 후의 다음 과세기간에 세관장으로부터 자신의 명의로 수입세금계산서를 새로 발급받았다. 이 수입세금계산서의 작성일은 실제 거래시기와 일치하지 않으며, 해당 세금계산서는 필요적 기재사항은 모두 갖추고 있다. X가 이 수입세금계산서에 따라 매입세액을 공제받을 수 있는지 판단하시오.","실제 거래시기와 수입세금계산서의 작성일이 속하는 과세기간이 상이하므로, X는 해당 매입세액을 공제받을 수 없다.","필요적 기재사항이 모두 갖추어졌으므로, 과세기간의 불일치에도 불구하고 X는 매입세액을 공제받을 수 있다.","세관장이 발급한 수입세금계산서는 별도의 작성시기 규정이 없으므로, 언제 발급되었든 X는 공제를 받을 수 있다.",X가 최초에 교부받지 못한 사정은 사업자가 아닌 세관의 과실에 기인하였으므로 예외적으로 매입세액 공제가 허용된다.,작성일이 거래시기와 다르더라도 수입재화의 실제 수입시기와 동일한 세금계산서라면 X는 매입세액을 공제받을 수 있다.,A
"체납자의 A가 소유한 부동산이 압류되어 공매로 매각되었고, 매수인 B가 매각대금을 납부한 뒤 세무서장은 그 부동산의 양도와 관련된 양도소득세를 부과 결정하였다. 세무서장은 매각대금에 대하여 양도소득세에 관한 교부청구를 하였으나, 공매를 집행한 기관은 매수인 B의 대금 납부일 이후 성립된 조세채권이라는 이유로 이를 배분에서 제외하였다. 이때 법적으로 타당한 판단은?","세무서장의 교부청구는 허용되며, 양도소득세 채권에도 매각대금에서 배분이 이루어져야 한다.",매수인이 매각대금을 납부한 뒤 성립한 조세채권에 대해서는 매각대금에서 배분할 수 없다.,교부청구는 압류 당시 이미 성립·확정된 조세채권만을 대상으로 할 수 있다.,압류 재산이 매각된 후에는 조세채권에 대한 교부청구 자체가 무효가 된다.,"공매대금의 배분은 조세채권자와 압류권자 사이의 순위 다툼에만 국한되며, 체납자의 항고소송은 허용되지 않는다.",A
"시가 국책사업 구역 내 토지의 개발사업이 사전에 언론을 통해 널리 예고되고, 사업시행자가 부동산 투기 방지를 위해 사업구역 내 주택소유자를 기준일 이전 소유자와 이후 소유자로 구분하여 분양아파트 공급 여부를 차등하는 기준을 설정하여 공고했다. 이 기준이 구체적 법령 위임 없이 정해졌으나, 객관적 타당성과 합리성을 갖추고 있다면, 해당 기준에 근거한 분양대상자 선정 처분의 적법성 판단은 어떻게 되는가?","사업시행자의 기준 설정이 객관적 합리성을 갖추고 있다면, 구체적 법령 위임이 없더라도 그 기준에 따라 이루어진 처분은 적법하다.","사업시행자의 기준이 별도 법령이나 고시에 근거하지 않으면, 그 기준에 따라 행한 모든 분양대상자 선정은 일률적으로 위법하다.",사업시행자는 오로지 도시개발구역 지정 고시일만을 기준으로 분양대상자를 선정할 수 있다.,"기준 공고 시점에 사업계획이 언론에 널리 예고된 경우라면, 아무런 제한 없이 사업시행자가 임의 기준을 설정·적용할 수 있다.","기준일 설정 자체에 다툼이 있으면, 분양대상자 선정의 적법성은 모두 무효로 본다.",A
"X사가 보유한 건축용 패널의 등록디자인과 외관이 유사한 새 단열재 디자인이 출시되었다. 해당 새 디자인은 기존 등록디자인과 비슷한 돌출부, 아치형 하부, 측면 접합부 등의 요소를 포함하지만, 돌출부의 형상과 분할 구조, 결합 방식에 눈에 띄는 차이가 있다. 양 디자인 모두 거래 및 설치 시 상부 형상이 소비자의 주목을 가장 많이 끈다. 새 디자인이 등록디자인의 권리범위에 속하는지 판단할 때, 법적으로 가장 타당한 결론은 무엇인가?",새 디자인과 등록디자인의 전체 외관을 관찰하여 보는 사람에게 심미감에서 본질적으로 차이가 있다면 권리범위에 속하지 않는다.,개별 요소별로 하나씩 비교하여 적어도 일부가 유사하면 권리범위에 속한다.,"등록디자인의 요부만 비슷하면, 전체 심미감이 다르더라도 권리범위에 속한다.",외관상 차이점이 있으나 거래 시가 아니라 제작 시 차이라면 권리범위에 속한다.,새 디자인이 등록디자인과 물품 용도만 같으면 외관 차이와 관계없이 권리범위에 속한다.,A
갑은 새벽에 길을 걷다가 도로 위에 떨어진 휴대전화를 발견하였다. 그는 주인에게 반환할 생각 없이 즉시 휴대전화를 자신의 집으로 가져가 사용하였다. 이 경우 갑의 행위에 대한 형법상 평가로 옳은 것은?,갑의 행위는 점유이탈물횡령죄에 해당한다.,갑의 행위는 절도죄에 해당한다.,갑은 실수로 가져갔으므로 범죄가 성립하지 않는다.,갑이 물건을 습득한 장소가 공공장소이므로 무죄이다.,점유이탈물횡령죄와 절도죄가 모두 성립한다.,A
"공장 밀집지역에 위치한 사업장 근로자 김씨는 대중교통으로는 출근 시간에 맞춰 도착할 수 없어, 회사의 부탁을 받은 사외 협력업체 기사 차량에 정기적으로 동승했다. 어느 날 출근 중 해당 차량 운전자의 과실로 교통사고가 발생해 중상을 입었다. 회사는 기사에게 일정량의 주유권을 지급했으나 교통비 명목의 급여는 따로 없었다. 이 사고가 산업재해보상보험법상 업무상 재해로 인정될 수 있는지 판단하시오.",김씨의 사고는 업무상 재해에 해당한다.,김씨는 사외 협력업체 차량에 동승한 것이므로 업무상 재해가 아니다.,회사가 통근 차량 운영을 공식적으로 지시하지 않았으므로 업무상 재해는 아니다.,"출근 경로가 최적, 최단이 아니므로 업무상 재해가 아니다.",대중교통수단이 존재했으므로 업무상 재해로 인정될 수 없다.,A
"식품접객업자인 X가 손님인 Y가 성인이라고 말한 것만을 믿고 신분증을 확인하지 않은 채 주류를 판매하였고, 이후 Y가 사실은 미성년자였음이 드러났다. X는 주류 판매와 관련하여 어떠한 책임을 지게 되는가?",X는 미성년자 여부를 확인하지 않은 과실이 있으므로 행정처분의 대상이 된다.,X는 Y의 거짓말에 속았으므로 행정처분의 대상이 되지 않는다.,Y가 일부러 신분증을 위조한 경우가 아닌 한 X에게 책임은 인정되지 않는다.,X가 주의의무를 다했는지 여부는 처분의 적법성 판단과 무관하다.,X는 오로지 형사처벌의 대상이 될 수 있을 뿐 행정처분의 대상이 되지 않는다.,A
"갑 주식회사는 신축 공사 예정지에서 철거, 부지 정리, 현장 측량, 그리고 건축물의 위치를 표시하기 위한 규준틀 설치 작업을 완료하였다. 그 후 한 달간 실제적인 굴착공사나 흙막이 공사가 개시되지 않은 상황에서 재산세 과세 기준일이 도래하였다. 이 경우 해당 토지는 '건축 중인 건축물의 부속토지'로서 별도합산과세 대상에 해당하는지 여부를 판단하시오.",이 경우 토지는 별도합산과세 대상이 아니다.,이 경우 토지는 별도합산과세 대상에 해당한다.,규준틀 설치만으로 바로 별도합산과세가 적용된다.,공사 도급계약 체결만으로도 별도합산과세 대상에 해당한다.,착공신고만 했더라도 별도합산과세 대상이 된다.,A
"도시지역 A아파트의 동측에 신규 아파트 단지가 구 건축법·건축법시행령 기준을 모두 준수해 신축되었다. 그 결과 A아파트 저층 세대는 기존보다 일조시간이 대폭 단축되었고, 주민들은 시가 하락과 건강상·정신상의 불편을 주장하며 신축 건축주를 상대로 손해배상을 청구했다. 이때 법적으로 옳은 판단은 무엇인가?","신축 건축물이 공법상 기준을 모두 충족하였더라도, 일조권 침해가 사회통념상 수인한도를 초과한 경우 손해배상책임이 인정될 수 있다.",신규 단지가 건축법령상 이격거리 등 요건을 지켰으므로 일조권 침해로 인한 손해배상책임은 원칙적으로 성립하지 않는다.,"조망권 및 사생활 침해가 인정되지 않는 한, 일조권 침해가 있더라도 손해배상책임이 발생하지 않는다.",공법상 허가 기준을 준수한 건물은 사법상 불법행위 책임에서 당연히 면제된다.,수인한도를 넘는 침해가 아닌 경우에도 일조시간 감소나 쾌적성 악화가 있으면 손해배상이 인정된다.,A
